"SMRACAA_AREA","SMRACAA_TERM_CODE_EFF","SMRACAA_ACTIVITY_DATE","SMRACAA_TRANSFER_IND","SMRACAA_SEQNO","SMRACAA_SPLIT_COURSE_IND","SMRACAA_CONNECTOR_REQ","SMRACAA_CONNECTOR_MAX","SMRACAA_CONNECTOR_TRANSFER","SMRACAA_CNT_IN_GPA_IND","SMRACAA_SET","SMRACAA_SUBSET","SMRACAA_RULE","SMRACAA_SUBJ_CODE","SMRACAA_CRSE_NUMB_LOW","SMRACAA_CRSE_NUMB_HIGH","SMRACAA_ATTR_CODE","SMRACAA_ATTS_CODE","SMRACAA_CAMP_CODE","SMRACAA_COLL_CODE","SMRACAA_DEPT_CODE","SMRACAA_YEAR_RULE","SMRACAA_TERM_CODE_FROM","SMRACAA_TERM_CODE_TO","SMRACAA_REQ_CREDITS","SMRACAA_REQ_COURSES","SMRACAA_MAX_CREDITS","SMRACAA_MAX_COURSES","SMRACAA_MIN_CRED_CRSE","SMRACAA_MAX_CRED_CRSE","SMRACAA_COMPL_CREDITS","SMRACAA_COMPL_COURSES","SMRACAA_GRDE_CODE_MIN","SMRACAA_MAX_CREDITS_TRANSFER","SMRACAA_MAX_COURSES_TRANSFER","SMRACAA_END_FUNCTION","SMRACAA_CATALOG_IND","SMRACAA_TESC_CODE","SMRACAA_MIN_VALUE","SMRACAA_MAX_VALUE","SMRACAA_CONCURRENCY_IND","SMRACAA_SURROGATE_ID","SMRACAA_VERSION","SMRACAA_USER_ID","SMRACAA_DATA_ORIGIN","SMRACAA_VPDI_CODE"
P-ENGL4731,202150,06/30/2021 4:13:46 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14904,0,,,
P-ENGL4731,202150,06/30/2021 4:14:15 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14906,1,,,
P-ENGL4731,202150,06/30/2021 4:14:15 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14908,1,,,
P-ENGL4731,202150,06/30/2021 4:14:15 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14907,1,,,
P-ENGL4741,202150,07/27/2021 2:06:51 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14914,2,,,
P-ENGL4741,202150,07/27/2021 2:06:51 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14912,2,,,
P-ENGL4741,202150,07/27/2021 2:06:51 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14913,2,,,
P-ENGL4741,202150,06/30/2021 4:14:27 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14911,0,,,
P-ENGL4741,202150,06/30/2021 4:14:27 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14910,0,,,
P-ENGL4751,202150,06/30/2021 4:15:11 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14920,1,,,
P-ENGL4751,202150,06/30/2021 4:15:11 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14918,1,,,
P-ENGL4751,202150,06/30/2021 4:14:55 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14917,0,,,
P-ENGL4751,202150,06/30/2021 4:14:55 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14916,0,,,
P-ENGL4751,202150,06/30/2021 4:15:11 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14919,1,,,
P-ENGL4810,202150,07/27/2021 2:00:02 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14925,2,,,
P-ENGL4810,202150,07/27/2021 2:00:02 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14924,2,,,
P-ENGL4810,202150,06/30/2021 4:15:22 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14923,0,,,
P-ENGL4810,202150,06/30/2021 4:15:22 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14922,0,,,
P-ENGL4810,202150,07/27/2021 2:00:02 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14926,2,,,
P-ENGL4820,202150,07/27/2021 2:07:05 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14931,2,,,
P-ENGL4820,202150,07/27/2021 2:07:05 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14930,2,,,
P-ENGL4820,202150,06/30/2021 4:15:55 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14929,0,,,
P-ENGL4820,202150,06/30/2021 4:15:55 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14928,0,,,
P-ENGL4820,202150,07/27/2021 2:07:05 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14932,2,,,
P-ENGL4830,202150,06/30/2021 4:18:43 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14934,0,,,
P-ENGL4830,202150,06/30/2021 4:18:43 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14935,0,,,
P-ENGL4830,202150,06/30/2021 4:19:04 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14936,1,,,
P-ENGL4830,202150,06/30/2021 4:19:04 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14937,1,,,
P-ENGL4830,202150,06/30/2021 4:19:04 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14938,1,,,
P-ENGL4840,202150,06/30/2021 4:19:17 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14940,0,,,
P-ENGL4840,202150,06/30/2021 4:19:17 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14941,0,,,
P-ENGL4840,202150,07/27/2021 2:07:18 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14942,2,,,
P-ENGL4840,202150,07/27/2021 2:07:18 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14943,2,,,
P-ENGL4840,202150,07/27/2021 2:07:18 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14944,2,,,
P-ENGL4910,202150,07/19/2021 1:44:48 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,15241,0,,,
P-ENGL4910,202150,07/19/2021 1:44:48 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,15242,0,,,
P-ENGL4910,202150,07/19/2021 1:45:26 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15243,1,,,
P-ENGL4910,202150,07/19/2021 1:45:26 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15244,1,,,
P-ENGL4910,202150,07/19/2021 1:45:26 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15245,1,,,
P-ENGL4911,202150,06/30/2021 4:19:46 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14946,0,,,
P-ENGL4911,202150,06/30/2021 4:19:46 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14947,0,,,
P-ENGL4911,202150,06/30/2021 4:20:02 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14948,1,,,
P-ENGL4911,202150,06/30/2021 4:20:02 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14949,1,,,
P-ENGL4911,202150,06/30/2021 4:20:02 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14950,1,,,
P-ENGL4920,202150,07/19/2021 1:46:19 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15251,1,,,
P-ENGL4920,202150,07/19/2021 1:45:53 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,15247,0,,,
P-ENGL4920,202150,07/19/2021 1:45:53 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,15248,0,,,
P-ENGL4920,202150,07/19/2021 1:46:19 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15249,1,,,
P-ENGL4920,202150,07/19/2021 1:46:19 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15250,1,,,
P-ENGL4921,202150,06/30/2021 4:20:36 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14955,1,,,
P-ENGL4921,202150,06/30/2021 4:20:36 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14954,1,,,
P-ENGL4921,202150,06/30/2021 4:20:36 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14953,1,,,
P-ENGL4921,202150,06/30/2021 4:20:18 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14951,0,,,
P-ENGL4921,202150,06/30/2021 4:20:18 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14952,0,,,
P-ENGL4930,202150,07/19/2021 1:46:48 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,15253,0,,,
P-ENGL4930,202150,07/19/2021 1:46:48 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,15254,0,,,
P-ENGL4930,202150,07/19/2021 1:47:11 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15255,1,,,
P-ENGL4930,202150,07/19/2021 1:47:11 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15256,1,,,
P-ENGL4930,202150,07/19/2021 1:47:11 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15257,1,,,
P-ENGL4931,202150,06/30/2021 4:20:49 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14957,0,,,
P-ENGL4931,202150,06/30/2021 4:20:49 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14958,0,,,
P-ENGL4931,202150,06/30/2021 4:21:11 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14959,1,,,
P-ENGL4931,202150,06/30/2021 4:21:11 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14960,1,,,
P-ENGL4931,202150,06/30/2021 4:21:11 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14961,1,,,
P-ENGL4950,202080,02/19/2020 9:17:21 AM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,3250,,,,,,,,,,,,,,,,,,,,,,N,,,,N,13068,0,,,
P-ENGL4950,202080,02/19/2020 9:17:21 AM,Y,2,Y,N,N,N,Y,A10,200,,PC,3250,,,,,,,,,,,,,,,,,,,,,,N,,,,N,13069,0,,,
P-ENGL4970,202150,06/30/2021 4:21:42 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14965,1,,,
P-ENGL4970,202150,06/30/2021 4:21:42 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14966,1,,,
P-ENGL4970,202150,06/30/2021 4:21:24 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14963,0,,,
P-ENGL4970,202150,06/30/2021 4:21:24 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14964,0,,,
P-ENGL4970,202150,06/30/2021 4:21:42 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14967,1,,,
P-ENGL4981,202150,07/27/2021 2:07:31 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14971,2,,,
P-ENGL4981,202150,06/30/2021 4:22:51 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14969,0,,,
P-ENGL4981,202150,06/30/2021 4:22:51 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14970,0,,,
P-ENGL4981,202150,07/27/2021 2:07:31 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14972,2,,,
P-ENGL4981,202150,07/27/2021 2:07:31 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14973,2,,,
P-ENGL4982,202150,06/30/2021 4:24:22 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14976,0,,,
P-ENGL4982,202150,07/27/2021 2:07:45 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14979,2,,,
P-ENGL4982,202150,07/27/2021 2:07:45 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14978,2,,,
P-ENGL4982,202150,07/27/2021 2:07:45 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14977,2,,,
P-ENGL4982,202150,06/30/2021 4:24:22 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14975,0,,,
P-ENGL4983,202150,07/27/2021 2:00:17 PM,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14985,2,,,
P-ENGL4983,202150,06/30/2021 4:24:48 PM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14981,0,,,
P-ENGL4983,202150,07/27/2021 2:00:17 PM,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14983,2,,,
P-ENGL4983,202150,07/27/2021 2:00:17 PM,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2235,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,14984,2,,,
P-ENGL4983,202150,06/30/2021 4:24:48 PM,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14982,0,,,
P-ENGL4990,202150,07/19/2021 1:53:09 PM,Y,0,Y,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,E,N,,,,N,15259,0,,,
P-ENGL4995,202150,06/30/2021 4:34:20 PM,Y,0,Y,N,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,,,,E,N,,,,N,14993,0,,,
P-ENGL5430,201410,02/05/2014,Y,1,Y,N,N,N,Y,A10,100,,ENGL,3400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,7782,0,,,
P-ENGL5440,201410,02/05/2014,Y,1,Y,N,N,N,Y,A10,100,,ENGL,3400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,7783,0,,,
P-ENGL5450,201410,02/05/2014,Y,1,Y,N,N,N,Y,A10,100,,ENGL,3400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,7786,0,,,
P-ENGL5911,201580,05/18/2015,Y,4,Y,N,N,N,Y,A10,200,,ENGL,2230,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,10291,0,,,
P-ENGL5911,201580,05/18/2015,Y,3,Y,N,N,N,Y,A10,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,10290,0,,,
P-ENGL5911,201580,05/18/2015,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10289,0,,,
P-ENGL5911,201580,05/18/2015,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10288,0,,,
P-ENGL5911,201580,05/18/2015,Y,5,Y,N,N,N,Y,A10,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,10292,0,,,
P-ENGL5921,201580,05/18/2015,Y,1,Y,N,N,N,Y,A10,100,,ENGL,1010,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10293,0,,,
P-ENGL5921,201580,05/18/2015,Y,2,Y,N,N,N,Y,A10,100,,ENGL,1020,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10294,0,,,
P-ENGL5921,201580,05/18/2015,Y,3,Y,N,N,N,Y,A20,100,,ENGL,2130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,10295,0,,,
P-ENGL5921,201580,05/18/2015,Y,4,Y,N,N,N,Y,A20,200,,ENGL,2230,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,10296,0,,,
P-ENGL5921,201580,05/18/2015,Y,5,Y,N,N,N,Y,A20,300,,ENGL,2330,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,10297,0,,,
P-ENGL5950,202080,03/19/2020 10:42:12 AM,Y,2,Y,N,N,N,Y,A10,200,,PC,3250,,,,,,,,,,,,,,,,,,,,,,N,,,,N,13191,0,,,
P-ENGL5950,202080,03/19/2020 10:42:12 AM,Y,1,Y,N,N,N,Y,A10,100,,ENGL,3250,,,,,,,,,,,,,,,,,,,,,,N,,,,N,13190,0,,,
P-ENGL5990,200880,10/07/2008,Y,1,Y,N,N,N,Y,,,,ENGL,5350,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,2071,0,,,
