"SMRACAA_AREA","SMRACAA_TERM_CODE_EFF","SMRACAA_ACTIVITY_DATE","SMRACAA_TRANSFER_IND","SMRACAA_SEQNO","SMRACAA_SPLIT_COURSE_IND","SMRACAA_CONNECTOR_REQ","SMRACAA_CONNECTOR_MAX","SMRACAA_CONNECTOR_TRANSFER","SMRACAA_CNT_IN_GPA_IND","SMRACAA_SET","SMRACAA_SUBSET","SMRACAA_RULE","SMRACAA_SUBJ_CODE","SMRACAA_CRSE_NUMB_LOW","SMRACAA_CRSE_NUMB_HIGH","SMRACAA_ATTR_CODE","SMRACAA_ATTS_CODE","SMRACAA_CAMP_CODE","SMRACAA_COLL_CODE","SMRACAA_DEPT_CODE","SMRACAA_YEAR_RULE","SMRACAA_TERM_CODE_FROM","SMRACAA_TERM_CODE_TO","SMRACAA_REQ_CREDITS","SMRACAA_REQ_COURSES","SMRACAA_MAX_CREDITS","SMRACAA_MAX_COURSES","SMRACAA_MIN_CRED_CRSE","SMRACAA_MAX_CRED_CRSE","SMRACAA_COMPL_CREDITS","SMRACAA_COMPL_COURSES","SMRACAA_GRDE_CODE_MIN","SMRACAA_MAX_CREDITS_TRANSFER","SMRACAA_MAX_COURSES_TRANSFER","SMRACAA_END_FUNCTION","SMRACAA_CATALOG_IND","SMRACAA_TESC_CODE","SMRACAA_MIN_VALUE","SMRACAA_MAX_VALUE","SMRACAA_CONCURRENCY_IND","SMRACAA_SURROGATE_ID","SMRACAA_VERSION","SMRACAA_USER_ID","SMRACAA_DATA_ORIGIN","SMRACAA_VPDI_CODE"
P-CSC 3620,200880,07/17/2007,Y,1,Y,N,N,N,Y,A10,100,,CSC,2020,2021,,,,,,,,,,,,,,,,,C,,,,N,,,,N,53,0,,,
P-CSC 3620,200880,07/08/2008,Y,2,Y,N,N,N,Y,A10,200,,DS,3830,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1293,0,,,
P-CSC 3700,201210,01/03/2012,Y,2,Y,N,N,N,Y,A10,100,,CSC,2120,2121,,,,,,,,,,,,,,,,,C,,,,N,,,,N,6263,0,,,
P-CSC 3700,201210,01/03/2012,Y,4,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,6264,0,,,
P-CSC 3710,201980,04/02/2019 1:26:00 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,1610,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,12189,0,,,
P-CSC 3710,201980,04/02/2019 1:26:00 PM,Y,2,Y,N,N,N,Y,A10,200,,CSC,2700,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,12190,0,,,
P-CSC 3710,201980,04/02/2019 1:26:00 PM,Y,3,Y,N,N,N,Y,A20,100,,CSC,1310,,,,,,,,,,,,,,,,,,C,,,,N,,,,Y,12191,0,,,
P-CSC 3710,201980,04/02/2019 1:26:00 PM,Y,4,Y,N,N,N,Y,A20,200,,CSC,2110,,,,,,,,,,,,,,,,,,C,,,,N,,,,Y,12192,0,,,
P-CSC 3710,201980,04/02/2019 1:26:00 PM,Y,5,Y,N,N,N,Y,A20,200,,CSC,2111,,,,,,,,,,,,,,,,,,C,,,,N,,,,Y,12193,0,,,
P-CSC 3750,201210,01/03/2012 4:29:40 PM,Y,2,Y,N,N,N,Y,A10,100,,MATH,2010,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,6266,0,,,
P-CSC 3750,201210,01/03/2012,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,6265,0,,,
P-CSC 4010,201980,04/02/2019 1:37:08 PM,Y,1,Y,N,N,N,Y,A20,100,,CSC,2710,,,,,,,,,,,,,,,,,,,,,,N,,,,N,12194,1,,,
P-CSC 4010,201980,04/02/2019 1:37:08 PM,Y,2,Y,N,N,N,Y,A10,100,,CSC,3410,,,,,,,,,,,,,,,,,,,,,,N,,,,N,12195,1,,,
P-CSC 4010,201980,04/02/2019 1:37:08 PM,Y,3,Y,N,N,N,Y,A20,200,,CSC,3710,,,,,,,,,,,,,,,,,,,,,,N,,,,N,12196,0,,,
P-CSC 4020,202180,07/27/2021 1:32:57 PM,Y,2,Y,N,N,N,Y,A20,100,,CSC,2710,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,15370,1,,,
P-CSC 4020,202180,07/27/2021 1:32:57 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,3410,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,15369,1,,,
P-CSC 4020,202180,07/27/2021 1:32:57 PM,Y,3,Y,N,N,N,Y,A20,200,,CSC,3710,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,15371,1,,,
P-CSC 4040,202080,03/31/2020 1:57:18 PM,Y,1,Y,N,N,N,Y,,,,CSC,3040,,,,,,,,,,,,,,,,,,,,,,N,,,,N,13308,1,,,
P-CSC 4100,201910,10/09/2018,Y,3,Y,N,N,N,Y,A20,100,,CSC,3410,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,11577,1,,,
P-CSC 4100,201910,10/09/2018 11:23:06 AM,Y,2,Y,N,N,N,Y,A10,200,,CSC,2111,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11576,0,,,
P-CSC 4100,201910,10/09/2018 11:23:06 AM,Y,1,Y,N,N,N,Y,A10,100,,CSC,1310,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11575,0,,,
P-CSC 4100,201910,10/09/2018 11:23:06 AM,Y,4,Y,N,N,N,Y,A10,200,,CSC,2110,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11578,0,,,
P-CSC 4100,201910,10/09/2018,Y,5,Y,N,N,N,Y,A20,200,,ECE,3130,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,11579,1,,,
P-CSC 4200,201910,10/09/2018,Y,4,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,11580,1,,,
P-CSC 4220,201780,02/16/2017,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3537,0,,,
P-CSC 4220,201780,02/16/2017,Y,2,Y,N,N,N,Y,A10,100,,CSC,3220,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3538,0,,,
P-CSC 4240,201780,02/16/2017 3:46:11 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3522,0,,,
P-CSC 4260,202180,03/05/2021 4:05:26 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,3220,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14184,0,,,
P-CSC 4260,202180,03/05/2021 4:05:26 PM,Y,2,Y,N,N,N,Y,A10,100,,CSC,4220,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14185,0,,,
P-CSC 4300,201210,11/21/2011,Y,2,Y,N,N,N,Y,A10,100,,CSC,2111,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,6885,0,,,
P-CSC 4300,201210,11/21/2011,Y,1,Y,N,N,N,Y,A10,100,,CSC,2110,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,6884,0,,,
P-CSC 4320,201780,02/16/2017,Y,2,Y,N,N,N,Y,A10,100,,CSC,3410,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,3528,0,,,
P-CSC 4400,201480,04/09/2014,Y,2,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,8107,0,,,
P-CSC 4450,200880,07/03/2007,Y,1,Y,N,N,N,Y,,,,CSC,2710,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,160,0,,,
P-CSC 4570,201780,09/26/2016,Y,3,Y,N,N,N,Y,A20,200,,CSC,4200,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3263,0,,,
P-CSC 4570,201780,09/26/2016,Y,2,Y,N,N,N,Y,A20,100,,CSC,2560,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3262,0,,,
P-CSC 4570,201780,09/26/2016 3:02:58 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,2500,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3261,0,,,
P-CSC 4575,202180,03/08/2021 10:24:16 AM,Y,1,Y,N,N,N,Y,A10,100,,CSC,1310,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14208,0,,,
P-CSC 4580,201880,04/05/2018,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,11252,0,,,
P-CSC 4585,202180,08/31/2021 3:31:46 PM,Y,2,Y,N,N,N,Y,A10,100,,CSC,4610,,,,,,,,,,,,,,,,,,C,,,,N,,,,Y,15595,0,,,
P-CSC 4585,202180,08/31/2021 3:31:46 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,Y,15594,0,,,
P-CSC 4610,201780,02/16/2017,Y,6,Y,N,N,N,Y,A10,200,,CSC,2310,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,3536,0,,,
P-CSC 4610,201780,02/16/2017,Y,5,Y,N,N,N,Y,A20,200,,CSC,3300,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,3535,0,,,
P-CSC 4610,201780,02/16/2017,Y,4,Y,N,N,N,Y,A20,200,,CSC,3040,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,3534,0,,,
P-CSC 4610,201780,02/16/2017,Y,3,Y,N,N,N,Y,A20,100,,CSC,3030,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,3533,0,,,
P-CSC 4610,201780,02/16/2017,Y,2,Y,N,N,N,Y,A20,100,,CSC,2400,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,3532,0,,,
P-CSC 4610,201780,02/16/2017,Y,1,Y,N,N,N,Y,A10,100,,CSC,2120,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,3531,0,,,
P-CSC 4615,202180,03/05/2021 3:08:52 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,4610,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,14179,0,,,
P-CSC 4620,201180,03/25/2011,Y,1,Y,N,N,N,Y,,,,CSC,4610,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,9608,0,,,
P-CSC 4710,201780,02/16/2017 3:28:24 PM,Y,4,Y,N,N,N,Y,A20,200,,CSC,3040,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3512,0,,,
P-CSC 4710,201780,02/16/2017,Y,5,Y,N,N,N,Y,A10,200,,CSC,2110,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3513,0,,,
P-CSC 4710,201780,02/16/2017,Y,1,Y,N,N,N,Y,A10,100,,CSC,1310,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3509,0,,,
P-CSC 4710,201780,02/16/2017,Y,2,Y,N,N,N,Y,A10,200,,CSC,2111,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3510,0,,,
P-CSC 4710,201780,02/16/2017 3:28:24 PM,Y,3,Y,N,N,N,Y,A20,100,,CSC,3030,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3511,0,,,
P-CSC 4750,201380,03/04/2013,Y,1,Y,N,N,N,Y,A10,100,,MATH,2010,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,8034,0,,,
P-CSC 4750,201380,03/04/2013,Y,2,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,8024,0,,,
P-CSC 4760,202180,08/31/2021 4:28:07 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,15596,1,,,
P-CSC 4760,202180,08/31/2021 4:28:04 PM,Y,2,Y,N,N,N,Y,A10,100,,CSC,2500,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,15597,0,,,
P-CSC 4770,202180,03/08/2021 11:04:20 AM,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14218,1,,,
P-CSC 4780,202180,03/08/2021 10:41:07 AM,Y,1,Y,N,N,N,Y,A10,100,,CSC,4200,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14217,0,,,
P-CSC 4780,202180,08/31/2021 4:30:30 PM,Y,2,Y,N,N,N,Y,A10,200,,CSC,5200,,,,,,,,,,,,,,,,,,,,,,N,,,,N,15598,0,,,
P-CSC 4950,201110,11/08/2010,Y,2,Y,N,N,N,Y,A10,200,,WEBD,4975,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9341,0,,,
P-CSC 4950,201110,11/08/2010 4:28:43 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,3700,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9339,0,,,
P-CSC 4955,200880,07/08/2008,Y,1,Y,N,N,N,Y,,,,PHYS,2020,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1301,0,,,
P-CSC 4990,202180,08/31/2021 4:31:37 PM,Y,4,Y,N,N,N,Y,A10,100,,CSC,3300,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,15600,0,,,
P-CSC 4990,202180,08/31/2021 4:31:37 PM,Y,3,Y,N,N,N,Y,A10,100,,CSC,3040,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,15599,1,,,
P-CSC 5010,200880,07/17/2007,Y,1,Y,N,N,N,Y,A10,100,,CSC,2710,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,459,0,,,
P-CSC 5010,200880,07/17/2007,Y,2,Y,N,N,N,Y,A10,100,,CSC,3410,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,460,0,,,
P-CSC 5020,200880,07/17/2007,Y,1,Y,N,N,N,Y,A10,100,,CSC,2710,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,461,0,,,
P-CSC 5020,200880,07/17/2007,Y,2,Y,N,N,N,Y,A10,100,,CSC,3410,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,462,0,,,
P-CSC 5100,201780,02/16/2017,Y,1,Y,N,N,N,Y,A10,200,,CSC,2111,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3498,0,,,
P-CSC 5100,201780,02/16/2017,Y,2,Y,N,N,N,Y,A10,100,,CSC,1310,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3499,0,,,
P-CSC 5100,201780,02/16/2017,Y,3,Y,N,N,N,Y,A20,100,,CSC,3410,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3500,0,,,
P-CSC 5100,201780,02/16/2017,Y,4,Y,N,N,N,Y,A10,200,,CSC,2110,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3501,0,,,
P-CSC 5100,201780,02/16/2017,Y,5,Y,N,N,N,Y,A20,200,,ECE,3130,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3502,0,,,
P-CSC 5200,201480,04/09/2014 2:59:59 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,8104,0,,,
P-CSC 5220,201880,08/17/2018,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11468,0,,,
P-CSC 5220,201880,08/17/2018,Y,2,Y,N,N,N,Y,A10,100,,CSC,3220,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11469,0,,,
P-CSC 5240,201780,02/16/2017 3:46:51 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3529,0,,,
P-CSC 5250,200880,07/03/2007,Y,1,Y,N,N,N,Y,,,,CSC,4240,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,161,0,,,
P-CSC 5300,201110,11/08/2010,Y,1,Y,N,N,N,Y,A10,100,,CSC,1610,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,9337,0,,,
P-CSC 5300,201110,11/08/2010,Y,2,Y,N,N,N,Y,A10,100,,CSC,2110,2111,,,,,,,,,,,,,,,,,C,,,,N,,,,N,9338,0,,,
P-CSC 5310,200880,10/06/2008,Y,1,Y,N,N,N,Y,,,,CSC,3310,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1773,0,,,
P-CSC 5320,201780,02/16/2017,Y,2,Y,N,N,N,Y,A10,100,,CSC,3410,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,3530,0,,,
P-CSC 5400,201480,04/09/2014,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,8105,0,,,
P-CSC 5450,200880,07/03/2007,Y,1,Y,N,N,N,Y,,,,CSC,2710,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,162,0,,,
P-CSC 5500,200880,10/06/2008,Y,1,Y,N,N,N,Y,,,,CSC,3410,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1774,0,,,
P-CSC 5550,200880,07/03/2007,Y,1,Y,N,N,N,Y,,,,CSC,3550,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,163,0,,,
P-CSC 5560,200880,11/06/2008,Y,3,Y,N,N,N,Y,A10,100,,CSC,3410,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1777,0,,,
P-CSC 5560,200880,11/06/2008,Y,4,Y,N,N,N,Y,A10,100,,CSC,3400,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1778,0,,,
P-CSC 5560,200880,11/06/2008,Y,1,Y,N,N,N,Y,A10,100,,CSC,3700,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1775,0,,,
P-CSC 5560,200880,11/06/2008,Y,2,Y,N,N,N,Y,A10,100,,CSC,3310,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1776,0,,,
P-CSC 5570,201810,11/08/2017,Y,3,Y,N,N,N,Y,A20,200,,CSC,4200,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10627,1,,,
P-CSC 5570,201810,11/08/2017,Y,4,Y,N,N,N,Y,A20,300,,CSC,5200,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10628,1,,,
P-CSC 5570,201810,11/08/2017,Y,1,Y,N,N,N,Y,A10,100,,CSC,2500,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10625,0,,,
P-CSC 5570,201810,11/08/2017,Y,2,Y,N,N,N,Y,A20,100,,CSC,2560,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10626,1,,,
P-CSC 5575,201780,02/16/2017,Y,3,Y,N,N,N,Y,A10,200,,CSC,2110,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3508,0,,,
P-CSC 5575,201780,02/16/2017,Y,1,Y,N,N,N,Y,A10,100,,CSC,1310,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3506,0,,,
P-CSC 5575,201780,02/16/2017,Y,2,Y,N,N,N,Y,A10,200,,CSC,2111,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3507,0,,,
P-CSC 5580,201880,04/05/2018,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,11253,0,,,
P-CSC 5700,200880,11/06/2008,Y,1,Y,N,N,N,Y,,,,CSC,3700,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,3943,0,,,
P-CSC 5710,201780,02/16/2017 3:29:28 PM,Y,4,Y,N,N,N,Y,A20,200,,CSC,3040,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3517,0,,,
P-CSC 5710,201780,02/16/2017 3:29:28 PM,Y,3,Y,N,N,N,Y,A20,100,,CSC,3030,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3516,0,,,
P-CSC 5710,201780,02/16/2017,Y,2,Y,N,N,N,Y,A10,200,,CSC,2111,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3515,0,,,
P-CSC 5710,201780,02/16/2017,Y,1,Y,N,N,N,Y,A10,100,,CSC,1310,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3514,0,,,
P-CSC 5710,201780,02/16/2017,Y,5,Y,N,N,N,Y,A10,200,,CSC,2110,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3518,0,,,
P-CSC 5760,201480,05/11/2015,Y,2,Y,N,N,N,Y,A10,100,,CSC,2500,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,6697,0,,,
P-CSC 5760,201480,05/11/2015,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,6696,0,,,
P-CSC 5770,202180,04/22/2021 1:56:16 PM,Y,1,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,,,,,N,,,,N,14450,0,,,
P-CSC 6200,200880,11/06/2008,Y,1,Y,N,N,N,Y,,,,CSC,4200,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,592,0,,,
P-CSC 6220,201610,01/06/2016,Y,2,Y,N,N,N,Y,A10,200,,CSC,5240,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,2821,0,,,
P-CSC 6220,201610,01/06/2016,Y,1,Y,N,N,N,Y,A10,100,,CSC,4240,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,2820,0,,,
P-CSC 6260,202110,11/06/2020 11:20:57 AM,Y,2,Y,N,N,N,Y,A10,200,,CSC,5240,,,,,,,,,,,,,,,,,,,,,,N,,,,N,13809,0,,,
P-CSC 6260,202110,11/06/2020 11:20:57 AM,Y,1,Y,N,N,N,Y,A10,100,,CSC,4240,,,,,,,,,,,,,,,,,,,,,,N,,,,N,13808,0,,,
P-CSC 6300,200880,10/06/2008,Y,1,Y,N,N,N,Y,,,,CSC,4300,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1781,0,,,
P-CSC 6320,200880,10/06/2008,Y,2,Y,N,N,N,Y,A10,200,,CSC,4320,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1783,0,,,
P-CSC 6320,200880,10/06/2008,Y,1,Y,N,N,N,Y,A10,100,,CSC,4100,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1782,0,,,
P-CSC 6400,201410,01/06/2014,Y,4,Y,N,N,N,Y,A10,200,,CSC,5400,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,7781,0,,,
P-CSC 6400,201410,01/06/2014,Y,3,Y,N,N,N,Y,A10,200,,CSC,5200,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,7780,0,,,
P-CSC 6400,201410,01/06/2014,Y,1,Y,N,N,N,Y,A10,100,,CSC,4200,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,7778,0,,,
P-CSC 6400,201410,01/06/2014,Y,2,Y,N,N,N,Y,A10,100,,CSC,4400,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,7779,0,,,
P-CSC 6580,201880,08/17/2018,Y,2,Y,N,N,N,Y,A10,200,,CSC,5580,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11471,0,,,
P-CSC 6580,201880,08/17/2018,Y,1,Y,N,N,N,Y,A10,100,,CSC,4580,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,11470,0,,,
P-CSC 6710,200880,10/06/2008,Y,3,Y,N,N,N,Y,A10,300,,CSC,6700,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1785,0,,,
P-CSC 6710,200880,10/06/2008,Y,2,Y,N,N,N,Y,A10,200,,CSC,4700,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1780,0,,,
P-CSC 6710,200880,10/06/2008,Y,1,Y,N,N,N,Y,A10,100,,CSC,4010,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1784,0,,,
P-CSC 6720,200880,10/06/2008,Y,2,Y,N,N,N,Y,A10,200,,CSC,6700,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1787,0,,,
P-CSC 6720,200880,10/06/2008,Y,1,Y,N,N,N,Y,A10,100,,CSC,4010,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1786,0,,,
P-CSC 6730,200880,10/06/2008,Y,1,Y,N,N,N,Y,,,,CSC,6720,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,1788,0,,,
P-CSC 6740,201480,10/02/2014,Y,1,Y,N,N,N,Y,A10,100,,CSC,4760,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,6698,0,,,
P-CSC 6740,201480,10/02/2014,Y,2,Y,N,N,N,Y,A10,200,,CSC,5760,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,6699,0,,,
P-CSC 6750,201110,11/10/2010,Y,1,Y,N,N,N,Y,A10,100,,CSC,2100,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9202,0,,,
P-CSC 6750,201110,11/10/2010,Y,2,Y,N,N,N,Y,A10,100,,CSC,2400,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9204,0,,,
P-CSC 6780,201110,03/22/2011,Y,1,Y,N,N,N,Y,,,,CSC,4100,,,,,,,,,,,,,,,,,,D,,,,N,,,,N,9811,0,,,
P-CSC 7210,201180,08/11/2011,Y,1,Y,N,N,N,Y,A10,100,,CSC,6220,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,6985,0,,,
P-CSC 7210,201180,08/11/2011,Y,2,Y,N,N,N,Y,A10,200,,CSC,6230,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,6986,0,,,
P-CSC 7240,201580,07/24/2015 9:16:53 AM,Y,2,Y,N,N,N,Y,A10,200,,CSC,6230,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3232,0,,,
P-CSC 7240,201580,07/24/2015 9:16:53 AM,Y,1,Y,N,N,N,Y,A10,100,,CSC,6220,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,3231,0,,,
P-CSC 7720,201180,08/11/2011,Y,1,Y,N,N,N,Y,,,,CSC,6720,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,8819,0,,,
P-CSC 7730,201180,08/17/2011,Y,2,Y,N,N,N,Y,A10,200,,CSC,6730,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,7279,0,,,
P-CSC 7730,201180,08/17/2011,Y,1,Y,N,N,N,Y,A10,100,,CSC,6780,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,7278,0,,,
P-CSC 7750,201580,03/25/2015,Y,1,Y,N,N,N,Y,,,,CSC,6740,,,,,,,,,,,,,,,,,,C,,,,N,,,,N,10366,0,,,
